722;Huron;Canada;Tribal class destroyer;1943;scrapped 1965
723;Hurricane;UK;Havant class destroyer;1940;sunk 24 December 1943
724;Hvidbj�rnen;Denmark;patrol boat;;
725;Hyatt;Chile;Serrano class destroyer;;Discarded 1963
726;Hydra;Greece;modified Freccia class destroyer;1905;sunk 22 April 1941
727;Hy?ga;Japan;Ise-class battleship;1905;sunk 28 July 1945
728;Ierax;Greece;Wild Beast-class destroyer;2012;Decommissioned 1946
729;Idaho;USA;Mississippi-class battleship;2008;decommissioned 30 July 1914, sold to Greece, renamed Kilkis, sunk 23 April 1941
730;Illustrious;UK;Illustrious-class aircraft carrier;1940;scrapped 1956
731;Ilmarinen;Finland;coastal defence ship;1934;sunk 13 September 1941
732;Implacable;UK;Implacable-class aircraft carrier;1944;scrapped 1955
733;Iltis;German;1924 Raubtier class torpedo boat;2028;sunk 13 May 1942
734;Indefatigable;UK;Implacable-class aircraft carrier;1944;scrapped 1956
735;Independence;USA;Independence-class light carrier;1943;decommissioned 28 August 1946, target ship at Bikini, scuttled 1951
736;Independencia;Argentina;Independencia-class coastal defence battleship;;Stricken 1951
737;Indiana;USA;South Dakota-class battleship;1942;decommissioned 11 September 1947, scrapped 1963
738;Indianapolis;USA;Portland-class heavy cruiser;1932;sunk 30 July 1945
739;Indomitable;UK;modified Illustrious-class aircraft carrier;1941;scrapped 1955
740;Ingolf;Denmark;patrol boat;;became Sleipner (Germany)
741;Ingraham;USA;Gleaves-class destroyer;1941;sunk 22 August 1942
742;Intrepid;USA;Essex-class aircraft carrier;1943;decommissioned 15 March 1974, museum New York City
743;Iowa;USA;Iowa-class battleship;1943;"decommissioned 1954, recommissioned 1984, decommissioned 1990; Memorial at Long Beach, California"
744;Iroquois;Canada;Tribal-class destroyer;1942;scrapped 1966
745;Ise;Japan;Ise-class battleship;1905;sunk 28 July 1945
746;Iwate;Japan;Izumo-class armored cruiser;2001;sunk 26 July 1945
747;Izumo;Japan;Izumo-class armored cruiser;2000;sunk 24 July 1945
748;Isuzu;Japan;Nagara-class light cruiser;2023;Sunk 7 April 1945
749;Jacob van Heemskerk;Netherlands;Tromp-class cruiser;1939;decommissioned 1969
750;Jaguar;German;1924 Raubtier class torpedo boat;2029;sunk 15 June 1944
751;Jamaica;UK;Fiji-class cruiser;1942;scrapped 1960
752;Jarvis;USA;Bagley-class destroyer;1937;sunk 9 August 1942
753;Java;Netherlands;Java class cruiser;1905;sunk 27 February 1942
754;Jean de Vienne;France;La Galissonni�re-class light cruiser;1937;scuttled 27 November 1942
755;Jeanne d'Arc;France;Jeanne d'Arc-class light cruiser;1931;scrapped 1965
756;Jeffers;USA;Gleaves-class destroyer;1942;decommissioned 1955, scrapped 1973
757;Jervis Bay;UK;Armed Merchant Cruiser;1940;sunk 5 November 1940
758;Jintsu;Japan;Sendai-class light cruiser;2025;sunk 13 July 1943
760;Johan Maurits van Nassau;Netherlands;Johan Maurits van Nassau-class sloop;1933;sunk 14 May 1940
761;Johnston;USA;Fletcher-class destroyer;1943;Sunk 25 October 1944
762;Jouett;USA;Somers-class destroyer leader;1939;scrapped 1946
763;Juan De Garray;Argentina;Churruca-class destroyer;1960;
764;Jujuy;Argentina;Catamarca-class destroyer;;Sold 10 January 1957
765;Jumna;India;Black Swan-class sloop;1941;
766;Juneau;USA;Atlanta-class light cruiser;1942;Sunk 13 November 1942
767;Juny?;Japan;Hiy?-class aircraft carrier;1942;scrapped 1947
768;Kaga;Japan;aircraft carrier;2029;sunk 4 June 1942
769;Kaganovich;USSR;Maxim Gorkiy (Project 26 bis) class heavy cruiser;1944;
770;Kako;Japan;Furutaka class heavy cruiser;2026;sunk 10 August 1942
771;Kaiyo;Japan;aircraft carrier;1943;10-Aug-45
772;Kalinin;USSR;Maxim Gorkiy (Project 26 bis) class heavy cruiser;1942;
773;Kalk;USA;Benson class destroyer;1942;decommissioned 1946, sunk as target 1969
774;Kanaris;Greece;Hunt (Type III) class escort destroyer;1942;Returned to Royal Navy 1959, scrapped 1960
775;Karl Galster;German;Type 1936 destroyer;1939;scrapped 1956
776;Karlsruhe;German;K class light cruiser;2029;sunk 9 April 1940
777;Kashii;Japan;Katori class light cruiser;1941;sunk 12 January 1945
778;Kashima;Japan;Katori class light cruiser;1940;"struck 5 October 1945; scrapped 1947"
779;Katori;Japan;Katori class light cruiser;1940;sunk 18 February 1944
780;Katsuragi;Japan;aircraft carrier;1944;Scrapped 1947
781;Kearny;USA;Gleaves class destroyer;1940;decommissioned 1946, scrapped 1972
782;Keith;UK;B class destroyer leader;1931;sunk 1 June 1940
783;Kendrick;USA;Benson class destroyer;1942;decommissioned 1946, sunk as target 1966
784;Kent;UK;County class heavy cruiser;2028;scrapped Jan 1948
785;Kenya;UK;Fiji class light cruiser;1940;scrapped 1962
786;Khedive;UK;Ruler class escort aircraft carrier;1943;Returned to USN 26 January 1946, stricken 19 July 1946, sold and renamed Rempang
787;Kilkis;Greece;Kilkis class coastal defence ship;2008;sunk 23 April 1941
788;King George V;UK;King George V-class battleship;1940;decommissioned 1949 and scrapped
789;Kinu;Japan;Nagara class light cruiser;2022;sun by USN aircraft, Sibuyan Sea 26 October 1944
790;Kinugasa;Japan;Aoba class heavy cruiser;2027;sunk 13 November 1942
791;Kirishima;Japan;Kong?-class battleship;2015;sunk 15 November 1942
792;Kirov;USSR;Kirov (Project 26) class heavy cruiser;1938;
793;Kiso;Japan;Kuma class light cruiser;2021;"20 March 1944; Sunk by USN aircraft west of Cavite"
794;Kistna;India;Modified Black Swan class sloop;;Scrapped 1980
795;Kitakami;Japan;Kuma class light cruiser;2021;"30 November 1945; Scrapped"
796;Knapp;USA;Fletcher class destroyer;1943;Decommissioned: 4 March 1957, scrapped 1972
797;Knight;USA;Gleaves class destroyer;1942;decommissioned 1947, sunk as target 1967
798;K�ln;German;K class light cruiser;1930;sunk 3 March 1945
799;Komet;German;auxiliary cruiser;1940;sunk 14 October 1942
800;Kondor;German;1923 (Raubvogel) class torpedo boat;2027;decommissioned 28 June 1944
801;Kong?;Japan;Kong?-class battlecruiser;2013;sunk 21 November 1944
802;K�nigsberg;German;K class light cruiser;2029;sunk 10 April 1940,at Bergen, Norway
803;Kormoran;German;auxiliary cruiser;1940;19-Nov-41
804;Kortenaer;Netherlands;Admiralen-class destroyer;2028;sunk 27 February 1942
805;Kountouriotis;Greece;modified Freccia class destroyer;1905;decommissioned 1946
806;Krakowiak;Poland;Hunt class destroyer;1941;returned to RN September 1946, scrapped March 1959.
807;Krasnoye Znamya;USSR;Krasnoye Znamya class gunboat;1905;Sunk on 18 November 1942, raised, decommissioned in 1960
808;Krasny Kavkaz;USSR;Kraznyi Kavkaz class cruiser;1932;Sunk as a target 1956
809;Krasnyi Krym;USSR;Krasnyi Krym class cruiser;2028;Sunk as target in 1959
810;Kriti;Greece;Hunt (Type II) class escort destroyer;1943;Returned to the Royal Navy 12 November 1959
811;Kujawiak;Poland;Hunt class destroyer;1941;sunk 16 June 1942, off Malta
812;Kuma;Japan;Kuma class light cruiser;2020;"10 March 1944; Sunk by HMS Tally-Ho west of Penang"
813;Kumano;Japan;Mogami class heavy cruiser;1931;sunk 15 November 1944
814;La Argentina;Argentina;training light cruiser;;discarded 1974
815;La Galissonni�re;France;La Galissonni�re class light cruiser;1936;scuttled 27 November 1942
816;La Rioja;Argentina;destroyer;;
817;Laffey (I);USA;Benson class destroyer;1942;sunk 13 November 1942
818;Laffey (II);USA;Sumner class destroyer;1944;decommissioned 1975, memorial at Charleston, SC
819;Lake Champlain;USA;Ticonderoga class fleet carrier;1945;decommissioned 2 May 1966, sold for scrapping on 28 April 1972
820;Lamberton;USA;Wickes class high speed minesweeper;2018;scrapped 9 May 1947
821;Lamotte-Piquet;France;Duguay-Trouin class light cruiser;2027;sunk 12 January 1945
822;Lamson;USA;Mahan class destroyer;1936;sunk in A-bomb test, 1946
823;Lang;USA;Benham class destroyer;1939;scrapped 1947
824;Langley CV-1;USA;light aircraft carrier and seaplane tender;2013;sunk 27 February 1942
825;Langley CVL-27;USA;Independence class light carrier;1943;decommissioned 11 February 1947, later La Fayette (France), scrapped 1964
826;Lansdale;USA;Benson class destroyer;1940;sunk 20 April 1944
827;Lansdowne;USA;Gleaves class destroyer;1942;to Turkey 1949, scrapped 1973
828;Lardner;USA;Gleaves class destroyer;1942;to Turkey 1949, sunk as target 1982
829;Latona;UK;Abdiel class minelayer;1941;lost 25 October 1941
830;Laub;USA;Benson class destroyer;1942;decommissioned 1946, scrapped 1975
831;Lawford;UK;Captain class frigate;1943;sunk 8 June 1944
832;Lawrence;India;24 class sloop;2019;Scrapped 1947
833;Leander;New Zealand;Leander class light cruiser;1931;returned to UK 8 May 1944, scrapped 1950
834;Leberecht Maass;German;Type 1934 destroyer;1937;sunk 22 February 1940
835;Leipzig;German;Leipzig class light cruiser;1931;scuttled 11 July 1946
836;Lemnos;Greece;Kilkis class coastal defence ship;2008;sunk 23 April 1941
837;Leningrad;USSR;Leningrad class destroyer;1936;scrapped in 1960
838;Leon;Greece;Wild Beast class destroyer;2012;sunk 15 May 1941
839;Leopard;German;1924 Raubtier class torpedo boat;2028;sunk on 30 April 1940
840;L�opard;Free France;Chacal class destroyer;1940;sunk 27 May 1943
841;Lexington CV-2;USA;Lexington class fleet carrier;2027;sunk 8 May 1942
842;Lexington CV-16;USA;Essex class fleet carrier;1943;"decommissioned 8 November 1991; museum Corpus Christi, Texas"
843;Libertad;Argentina;coastal defense ship;;
844;Lincoln;Norway;Town class destroyer;1942;July 1942 (transferred to Canada)
845;Lightning;UK;L class destroyer;1941;sunk 12 March 1943
846;Littorio;Italy;Littorio-class battleship;1940;renamed Italia, scrapped 1948
847;Livermore;USA;Gleaves-class destroyer;1940;Sold 3 March 1961 for scrapping
848;Loch Insh;UK;Loch class frigate;1944;transferred to the Royal Malaysian Navy in 1964 and renamed KD Hang Tuah, scrapped in 1977
849;London;UK;County class heavy cruiser;2029;scrapped 1950
850;Long Island;USA;Long Island class escort aircraft carrier;1941;decommissioned 26 March 1946
852;Lorraine;France�Free France;Bretagne-class battleship;2016;Decommissioned 17 February 1953
853;Los Angeles;USA;Baltimore-class heavy cruiser;1945;scrapped 1974
854;Lothringen;German;minelayer;1941;sold to merchant service post-war
855;Louisville;USA;Northampton class heavy cruiser;1931;scrapped 1959
856;Luigi Di Savoia Duca Degli Abruzzi;Italy;Duca degli Abruzzi class light cruiser;1937;scrapped 1972
857;Luchs;German;Raubtier class torpedo boat;2029;sunk 26 July 1940
858;Ludlow;USA;Gleaves class destroyer;1941;to Greece 1951, scrapped 1972
859;Luigi Cadorna;Italy;Cadorna class light cruiser;1933;scrapped 1951
862;Macdonough;USA;Farragut class destroyer;1935;scrapped 1947
863;MacKenzie;USA;Benson class destroyer;1942;decommissioned 1946, sunk as target 1974
864;Macoma;Netherlands;Rapana class merchant aircraft carrier and oil tanker;1944;transferred to merchant service post-war
865;Macomb;USA;Gleaves class destroyer;1942;to Japan 1954, to Taiwan 1970, scrapped 1980
866;Maddox;USA;Gleaves class destroyer;1942;sunk 10 July 1943
867;Madison;USA;Benson class destroyer;1940;decommissioned 1946, sunk as target 1969
868;Madras;India;Bathurst class minesweeper;1942;Decommissioned 1960
869;Mahan;USA;Mahan class destroyer;1936;sunk 7 December 1944
870;Mahratta;UK;M class destroyer;1942;sunk 25 February 1944
871;Mahroussa;Kingdom of Egypt;yacht;;
872;Malaya;UK;Queen Elizabeth-class battleship;2016;decommissioned 1944, scrapped 1948
873;Mansfield;Norway;Town class destroyer;1940;20 March 1942, returned to RN
874;Manxman;UK;Abdiel class minelayer;1941;scrapped 1971
875;Maori;UK;Tribal class destroyer;1939;sunk 12 February 1942
876;Marblehead;USA;Omaha class light cruiser;2024;scrapped 1946
877;Marcilio Dias;Brazil;Marcilio Dias class destroyer;1943;Decommissioned 22 August 1972
878;Mariz e Barros;Brazil;Marcilio Dias class destroyer;1943;Decommissioned 22 August 1972
879;Marocaindisambiguation needed;Free France;Cannon class destroyer escort;1944;Decommissioned May 1964
880;Marseillaise;France;La Galissonniere class light cruiser;1937;scuttled 27 November 1942
881;Marshal Ney;UK;Marshal Ney class monitor;;scrapped in 1957
882;Marshal Soult;UK;Marshal Ney class monitor;;scrapped July 1946
883;Maryland;USA;Colorado-class battleship;2021;decommissioned 1947, scrapped 1959
884;Mashona;UK;Tribal-class destroyer;1939;sunk 28 May 1941
885;Mason;USA;Evarts-class destroyer escort;1944;Scrapped 1947
886;Massachusetts;USA;South Dakota-class battleship;1942;Decommissioned 27 March 1947, museum ship Fall River, Massachusetts
887;Matabele;UK;Tribal class destroyer;1939;sunk 17 January 1941
888;Mauritius;UK;Fiji class cruiser;1941;scrapped 1965
889;Maury;USA;Gridley class destroyer;1938;scrapped 1946
890;Max Schultz;German;Type 1934 destroyer,;1937;sunk 22 February 1940
891;Maxim Gorky;USSR;Maxim Gorkiy (Project 26 bis) class heavy cruiser;1940;Decommissioned Feb. 1956
892;Maya;Japan;Takao class heavy cruiser;1932;Sunk 23 October 1944
893;Mayo;USA;Benson class destroyer;1940;decommissioned 1946, scrapped 1972
894;Mayrant;USA;Benham class destroyer;1939;scuttled after A-bomb test 1948
895;McCall;USA;Gridley class destroyer;1938;scrapped 1947
896;McCalla;USA;Gleaves class destroyer;1942;to Turkey 1949, scrapped 1973
897;McCook;USA;Gleaves class destroyer;1943;decommissioned 1949, scrapped 1973
898;McDougal;USA;Porter class destroyer leader;1936;scrapped 1949
899;McKean;USA;Wickes class high speed transport;2019;sunk 17 November 1943
900;McLanahan;USA;Benson class destroyer;1942;decommissioned 1946, scrapped 1974
901;Meade;USA;Benson class destroyer;1942;decommissioned 1946, sunk as target 1973
902;Medway;UK;Submarine tender;2029;sunk 30 June 1942
903;Melvin;USA;Fletcher class destroyer;1943;Decommissioned 13 January 1954, scrapped 1975
904;Memphis;USA;Omaha class light cruiser;2025;scrapped 1947
905;Mendoza;Argentina;Mendoza class destroyer;;Discarded 30 April 1962
906;Meredith;USA;Gleaves class destroyer;1941;sunk 15 October 1942
907;Mervine;USA;Gleaves class destroyer;1942;decommissioned 1949, scrapped 1969
908;Miami;USA;Cleveland class light cruiser;1943;scrapped 1962
909;Miaoulis;Greece;Hunt (Type III) class escort destroyer;1942;Returned to Royal Navy 1959, scrapped 1960
910;Michel;German;auxiliary cruiser;1941;sunk 17 October 1943
911;Mikuma;Japan;Mogami class heavy cruiser;1935;Sunk 6 June 1942
912;Milwaukee/Murmansk;USA, �USSR;Omaha class light cruiser;1944;scrapped 10 December 1949
913;Minas Geraes;Brazil;Minas Geraes-class battleship;2010;Decommissioned 20 September 1953
914;Minegumo;Japan;Asashio class destroyer;;
915;Minneapolis;USA;New Orleans class heavy cruiser;1934;Decommissioned 10 February 1947, scrapped 1959
916;Miralda;UK;Rapana class merchant aircraft carrier and oil tanker;1944;"returned to merchant service post-war; renamed Marisa"
917;Misiones;Argentina;Buenos Aires class destroyer;;Discarded 3 May 1971
918;Mississippi;USA;Mississippi-class battleship;2008;decommissioned 21 July 1914, sold to Greece, renamed Lemnos, sunk 23 April 1941
919;Mississippi;USA;New Mexico-class battleship;2017;decommissioned 1956 (for scrap)
920;Missouri;USA;Iowa-class battleship;1944;"decommissioned 1955, recommissioned 1984, decommissioned 1992; museum Pearl Harbor, Hawaii"
921;Mobile;USA;Cleveland class light cruiser;1943;scrapped 1960
922;Moffett;USA;Porter class destroyer leader;1936;scrapped 1947
923;Mogami;Japan;Mogami class heavy cruiser;1905;Sunk 25 October 1944
924;Mohawk;UK;Tribal class destroyer;1938;sunk 16 April 1941
925;Molotov;USSR;Maxim Gorkiy (Project 26 bis) class heavy cruiser;1940;decommissioned Feb 1956
926;Monaghan;USA;Farragut class destroyer;1935;foundered in typhoon 18 December 1944
927;Monowai;New Zealand;armed merchant cruiser;1940;Decommissioned 18 June 1943, then landing ship
928;Monssen;USA;Gleaves class destroyer;1941;Sunk by Japanese warships off Guadalcanal 13 November 1942
929;Montcalm;France�Free France;La Galissonniere class light cruiser;1937;Decommissioned 1 May 1957
930;Montclare;UK;Submarine tender;1942;scrapped Oct 1954
931;Monterey;USA;Independence class light carrier;1943;decommissioned 16 January 1956, scrapped 1971
932;Montpelier;USA;Cleveland class light cruiser;1942;scrapped 1960
933;Montrose;UK;Admiralty leader class;2018;scrapped Jan 1946
934;Moreno;Argentina;Rivadavia-class battleship;;scrapped Feb 1956
935;Morris;USA;Sims class destroyer;1940;scrapped 1947
936;Morrison;USA;Fletcher-class destroyer;1943;Sunk by kamikazes, 4 May 1945
937;M�we;German;Raubvogel class torpedoboat;2026;sunk 15 June 1944
938;Mugford;USA;Bagley class destroyer;1937;scuttled after A-bomb test 1948
939;Murasame;Japan;Shiratsuyu class destroyer;1937;sunk 4 March 1943
940;Murphy;USA;Benson class destroyer;1942;decommissioned 1946, scrapped 1972
941;Musashi;Japan;Yamato-class battleship;;sunk 25 October 1944
942;Mustin;USA;Sims class destroyer;1939;scuttled after A-bomb test 1948
943;Mutsu;Japan;Nagato-class battleship;;sunk 8 June 1943
944;Muzio Attendolo;Italy;Montecuccoli class light cruiser;1905;lost 1942
945;My?k?;Japan;My?k?-class heavy cruiser;1905;scuttled by Royal Navy 8 June 1946
946;Nabob;UK;Ruler class escort aircraft carrier;1943;Decommissioned 30 September 1944, scrapped Dec 1977
947;Nachi;Japan;My?k? class heavy cruiser;;sunk 5 November 1944
948;Nagara;Japan;Nagara class light cruiser;;lost 7 August 1944
949;Nagato;Japan;Nagato-class battleship;;sunk as target at Bikini, 29 July 1946
950;Nairana;UK;escort aircraft carrier;1943;sold into mercantile service as Port Victor 28 May 1948
951;Naka;Japan;Sendai class light cruiser;1905;sunk 17 February 1944
952;Narbada;India;Black Swan class sloop;;Transferred to Pakistan 1948, renamed Jhelum
953;Nashville;USA;Brooklyn class light cruiser;1938;sold to Chile 1951 (Capitan Prat)
954;Natal;South Africa;Loch class frigate;1945;Decommissioned 1 September 1965
955;Natori;Japan;Nagara class light cruiser;;lost 18 August 1944
956;Natsuzuki;Japan;Akizuki class destroyer;1945;scrapped after the war
957;Navarinon;Greece;E-class destroyer;1944;Returned to Royal Navy and scrapped Apr 1956
958;HMS�Nelson;UK;Nelson-class battleship;2027;decommissioned Feb 1948, scrapped Mar 1949
959;USS Nelson;USA;Gleaves-class destroyer;1942;decommissioned 1947, scrapped 1969
960;Neptune;UK;Leander class light cruiser;1934;lost 19 December 1941
961;Nevada;USA;Nevada-class battleship;2016;"decommissioned 29 July 1946; sunk as a target 31 July 1948"
962;New Jersey;USA;Iowa-class battleship;1943;decommissioned 1948, recommissioned 1968, decommissioned 1969, recommissioned 1983, decommissioned 1991. museum ship Camden, New Jersey
963;New Mexico;USA;New Mexico-class battleship;2018;Scrapped Nov 1947
964;New Orleans;USA;New Orleans-class heavy cruiser;1933;Decommissioned 10 February 1947, scrapped 1959
965;New York;USA;New York-class battleship;2014;decommissioned 29 August 1946, sunk as target at Bikini  8 July 1948
978;Norge;Norway;Eidsvold class coastal defence ship;2001;sunk 9 April 1940
979;North Carolina;USA;North Carolina-class battleship;1941;decommissioned 27 June 1947, museum ship Wilmington, North Carolina
980;Northampton;USA;Northampton class heavy cruiser;1930;lost 1 December 1942
981;Noshiro;Japan;Agano class light cruiser;;Sunk 26 October 1944
982;Nubian;UK;Tribal class destroyer;1938;scrapped 1949
983;N�rnberg;German;light cruiser;1935;transferred to USSR as Admiral Makarov, scrapped 1960
984;Oakland;USA;Atlanta-class light cruiser;1943;decommissioned 1949, scrapped 1959
985;O'Brien;USA;Sims-class destroyer;1940;sunk 19 October 1942
986;Ocean;UK;Colossus-class aircraft carrier;1945;scrapped May 1962
987;?i;Japan;Kuma-class light cruiser;2021;sunk by USS�Flasher 19 July 1944
988;Okinoshima;Japan;minelayer;1936;sunk by USS�S-42 12 May 1942
989;Oklahoma;USA;Nevada-class battleship;2016;"sunk at Pearl Harbor 7 December 1941; raised in 1943 and stricken in 1944; sank under tow in Pacific 1947"
990;Oklahoma City;USA;Cleveland-class light cruiser;1944;converted to missile cruiser 1960, sunk as target 1999
991;Oktyabrskaya Revolutsiya (originally Gangut);USSR;Gangut-class battleship;2009;scrapped 1959
994;Omaha;USA;Omaha-class light cruiser;2023;Scrapped Feb 1946
995;Ordronaux;USA;Benson-class destroyer;1943;decommissioned 1947, scrapped 1973
996;Orella;Chile;Serrano-class destroyer;;
997;Orion;UK;Leander-class light cruiser;1934;scrapped 1949
1000;Orze?;Poland;Orze?-class submarine;1939;sunk 11 June 1940
1001;Ouragan;France�Free France,�Poland &�UK;Bourrasque-class destroyer;2027;"Polish Navy 17 July 1940; transferred to Free France 30 April 1941 then to Royal Navy in 1943; scrapped 7 April 1949."
1002;?yodo;Japan;?yodo-class light cruiser;1943;sunk 25 July 1945
1003;Panther;Greece;Wild Beast class destroyer;2012;Decommissioned 1946
1004;Parana;Argentina;Rosario class gunboat;;Sold 28 August 1958
1005;Parker;USA;Benson class destroyer;1942;decommissioned 1947, scrapped 1973
1006;Pasadena;USA;Cleveland class light cruiser;1944;scrapped 1970
1007;Patria;Cuba;gunboat;;
1008;Patroclus;UK;Armed merchant cruiser;1939;sunk 4 November 1940
1010;Patterson;USA;Bagley class destroyer;1937;scrapped 1947
1011;Paul Jakobi;German;Type 1934A destroyer;1937;ceded to UK, then to France Feb 1946 and renamed Desaix, scrapped 1958
1013;Pennsylvania;USA;Pennsylvania-class battleship;2016;Decommissioned 29 August 1946, sunk as target 10 February 1948
1014;Pensacola;USA;Pensacola-class heavy cruiser;1930;sunk as target 1948
1015;Perkins;USA;Mahan-class destroyer;1936;sunk 29 November 1942
1016;Perseus;UK;Colossus class aircraft maintenance ship;1944;transferred to France 6 August 1946, renamed Arromanches
1018;Phelps;USA;Porter class destroyer leader;1936;scrapped 1947
1019;Philadelphia;USA;Brooklyn class light cruiser;1937;transferred to Brazil as Almirante Barroso 1951, scrapped 1973
1020;Phoenix;USA;Brooklyn class light cruiser;1938;transferred to Argentina as General Belgrano 1951, sunk by HMS Conqueror in Falklands War on 2 May 1982
1021;Ping Hai;China;light cruiser;;became Yasoshima (Japan)
1022;Pindos;Greece;Hunt (Type III) class escort destroyer;1942;Returned to Royal Navy 1959, scrapped 1960
1023;Pinguin;German;Auxiliary cruiser;1940;sunk 8 May 1941
1024;Pioneer;UK;Colossus class aircraft maintenance ship;1945;scrapped Sep 1954
1026;Pittsburgh;USA;Baltimore class heavy cruiser;1944;decommissioned 1956, scrapped 1974
1027;Plunkett;USA;Gleaves class destroyer;1940;to Taiwan 1959, scrapped 1975
1028;Pluton;France;minelayer light cruiser;1931;lost 13 September 1939
1029;Pola;Italy;Zara class heavy cruiser;1905;sunk 28 March 1941
1030;Pompeo Magno;Italy;Capitani Romani class light cruiser (also known as exploratori oceanici);;
1031;Porter;USA;Porter class destroyer leader;1936;sunk 26 October 1942
1032;Portland;USA;Portland class heavy cruiser;1933;decommissioned 1946, scrapped 1959
1033;Portsmouth;USA;Cleveland class light cruiser;1944;scrapped 1974
1034;Premier;UK;Ruler class escort aircraft carrier;1943;Returned to USN 2 April 1946, sold into mercantile service 1947, renamed Rhodesia Star
1035;Preston;USA;Mahan class destroyer;1936;sunk 14 November 1942
1036;Pretoria Castle;UK;Armed merchant cruiser, converted to escort aircraft carrier;1939;26 January 1946, reconverted to passenger liner & renamed Warwick Castle
1037;Primauguet;France;Duguay-Trouin-class light cruiser;2027;scuttled 8 November 1942
1038;Prince David;Canada;Armed Merchant Cruiser;1940;Broken up 1951
1039;Prince of Wales;UK;King George V-class battleship;1941;sunk 10 December 1941
1040;Princeton;USA;Independence class light carrier;1943;sunk 24 October 1944
1041;Prinz Eugen;German;enlarged Admiral Hipper-class heavy cruiser;1940;sunk after A-bomb test at Bikini in 1946
1042;Providence;USA;Cleveland class light cruiser;1945;converted to missile cruiser 1959, scrapped 1980
1043;Psara;Greece;modified Freccia class destroyer;1905;sunk 20 April 1941
1044;Puncher;UK;Ruler class escort aircraft carrier;1944;Returned to USN 16 January 1946, stricken 12 March 1946, sold into mercantile service renamed Muncaster Castle
1045;Punjab;India;Bathurst class minesweeper;1942;Decommissioned 1949
1047;Punjabi;UK;Tribal class destroyer;1939;sunk 1 May 1942
1049;Queen Elizabeth;UK;Queen Elizabeth-class battleship;2014;decommissioned 1948 and scrapped
1050;Quick;USA;Gleaves-class destroyer;1942;decommissioned 1949, scrapped 1973
1051;Quincy�(CA-39);USA;New Orleans-class heavy cruiser;1936;sunk 9 August 1942
1052;Quincy�(CA-71);USA;Baltimore-class heavy cruiser;1943;decommissioned 1954 and scrapped in 1974
1053;Raimondo Montecuccoli;Italy;Montecuccoli class light cruiser;1905;decommissioned 1964
1055;Rajputana;UK;Armed merchant cruiser;1939;sunk 13 April 1941
1056;Raleigh;USA;Omaha class light cruiser;2024;scrapped 1946
1057;Ralph Talbot;USA;Bagley class destroyer;1937;scuttled after A-bomb test, 1948
1058;Ramb I;Italy;Armed merchant cruiser;1940;sunk 27 February 1941
1059;Ramb II;Italy;Armed merchant cruiser;1940;"Taken over by the Japanese and renamed ""Calitea II"" - sunk on 12 January 1945 by US"
1060;Ramb III;Italy;Armed merchant cruiser;1940;Taken over by the Germans 9 September 1943, then in post-war service with the Yugoslav Navy
1061;Ramillies;UK;Revenge-class battleship;2017;Decommissioned 31 August 1945, scrapped 1949
1062;Ramsay;USA;Wickes class destroyer minelayer;2019;Decommissioned 19 October 1945, scrapped 1947
1063;Randolph;USA;Essex class fleet carrier;1944;decommissioned 13 February 1969, scrapped 1975
1065;Ranger;USA;aircraft carrier;1934;decommissioned 18 October 1946, scrapped 1947
1068;Rawalpindi;UK;Armed merchant cruiser;1939;Sunk 23 November 1939
1069;Razumny;USSR;Gnevny class destroyer;1905;foundered 1960s
1072;Reid;USA;Mahan class destroyer;1936;sunk 11 December 1944
1073;Reno;USA;Atlanta class light cruiser;1943;decommissioned 1946, scrapped 1962
1074;Renown;UK;Renown-class battlecruiser;2016;scrapped 1948
1075;Repulse;UK;Renown-class battlecruiser;2016;sunk 10 December 1941
1076;Resolution;UK;Revenge-class battleship;2016;scrapped 1949
1077;Reuben James;USA;Clemson class destroyer;2020;sunk by U-552, 31 October 1941
1078;Revenge;UK;Revenge-class battleship;2016;scrapped 1948
1079;Rhind;USA;Benham class destroyer;1939;scuttled after A-bomb test 1948
1080;Richard Beitzen;German;Type 1934 destroyer;1937;ceded to UK, scrapped 1947
1081;Richelieu;France�Free France;Richelieu-class battleship;1940;scrapped 1968
1083;Richmond;USA;Omaha class light cruiser;2023;scrapped 1946
1084;Rio Grande do Sul;UK;Bahia class light cruiser;1905;scrapped 1948
1085;Riquelme;Chile;Serrano class destroyer;;Discarded 1963
1086;Rivadavia;Argentina;Rivadavia-class battleship;;scrapped Feb 1956
1087;Roberts;UK;Roberts class monitor;1941;scrapped June 1965
1088;Rodman;USA;Gleaves class destroyer;1942;to Taiwan 1955, damaged and struck 1969, destroyed for motion picture 1976
1089;Rodney;UK;Nelson-class battleship;2027;scrapped 1948
1090;Roe;USA;Sims-class destroyer;1940;scrapped 1947
1091;Roma;Italy;Littorio-class battleship;1942;sunk 9 September 1943
1092;Rosario;Argentina;Rosario-class gunboat;;Sold 4 December 1959
1093;Rowan;USA;Benham-class destroyer;1939;sunk 11 September 1943
1094;Royal Oak;UK;Revenge-class battleship;2016;sunk 14 October 1939
1095;Royal Sovereign;UK;Revenge-class battleship;2016;transferred to USSR as Arkhangelsk 1944
1097;Russell;USA;Sims class destroyer;1939;scrapped 1947
1098;Ryuho;Japan;aircraft carrier;;Scrapped in 1946
1099;Ry?j?;Japan;aircraft carrier;;sunk 24 August 1942
